"","Vinblastine_1004","Cisplatin_1005","Cytarabine_1006","Vorinostat_1012","5-Fluorouracil_1073","Paclitaxel_1080","Irinotecan_1088","Gemcitabine_1190","Luminespib_1559","Topotecan_1808"
"1240145",0.0209160314288054,34.5706127178852,8.99544770778656,6.14328145497936,48.6336392961805,0.0518936128489149,17.6185877589916,1.92501954029842,0.0625454538649723,1.62454987995681
"1240146",0.055052644506283,90.6747276544872,6.43043332917237,7.78686870636234,131.462735168348,0.0983096269151787,25.8178983950124,1.13606014404232,0.182872383601973,5.67227635443327
"1240147",0.0158946503013529,30.3313195907546,4.06274002494187,2.76875179046264,63.2606919943101,0.0353636512567176,18.4779753855392,2.48727146534841,0.143059501922156,1.48801726929326
"1240149",0.0218725720317251,21.1172440783775,4.36446522544798,7.53689862129155,73.1265467326074,0.0744026076384262,12.7404019271975,0.58378822418551,0.0669816564736665,1.46824902689501
"1240150",0.0290758965671111,56.9700791399175,22.2779657506427,9.65786344353552,201.009362932708,0.0929660340300935,27.8357796335732,3.67699775473966,0.0584169778241069,4.93623772232666
"1240151",0.0434832556888753,95.6981892580952,13.6941871368863,10.5983394840716,359.749498865944,0.253767532006252,22.5014696078354,1.35470266567158,0.0775435504313886,4.76366979014227
"1240152",0.0231008178482218,36.6412428981411,6.55586324687005,7.52429036702533,106.540487834292,0.0597068177761129,17.7604351184604,3.48667924913076,0.0864688193432677,2.9014441405139
"1240153",0.0204132300747446,31.1069303992031,4.70561358664443,4.83700316867201,134.031843787727,0.0568678127146803,12.231295201159,1.0823280467642,0.138227898706469,1.13178030332528
"1240154",0.00851107769209782,12.8382220068187,1.15692786166959,3.55863181481352,24.7512520909966,0.0280761612309002,5.37368468262616,0.133980161209264,0.0373052573930423,0.512949089538542
"1240155",0.0123585267996553,25.2962799709976,4.51668229843463,4.05229177310761,13.6950174949655,0.0460564091886792,17.2369318994318,0.346977206633394,0.130741395199106,0.972135621538656
"1240156",0.0407537811896783,54.6564314483084,23.4211237315557,7.64836816719575,178.505792766576,0.1899450839716,54.7296917852938,2.97227720366703,0.101984046523102,4.3250169841765
"1240157",0.12669361475811,150.456414925148,33.7387718684501,10.5431671354613,517.824766061278,0.219611138060411,43.4700378516404,1.8493723814933,0.0879501457427029,4.56566088858807
"1240158",0.120056157484043,92.5342142700944,31.4991438586849,7.84855903533463,383.444322291902,0.416484078433473,70.0983686180584,6.81157298767189,0.231612908737267,6.29320159994316
"1240159",0.0378177086152753,164.542983986826,13.365954271159,11.5394548645183,219.960140780297,0.125244624151651,47.1199537159915,10.4974243475176,0.326177499631793,3.59710213645037
"1240160",0.00901025269950326,21.6791861104911,2.80770468448512,2.36018594421345,74.3515078098621,0.0181586435899198,14.2152908385327,1.00146162000435,0.17998724479838,0.8756658861784
"1240161",0.0239015885075627,18.5975762203646,6.52003902345168,9.24733691446946,50.7685900341368,0.0434063406150908,14.2183823106582,0.262175015809211,0.100607989639115,0.508689610918769
"1240162",0.271224421450773,99.0276682530049,26.1083797813367,9.55488249539595,987.351949671581,0.458628013890114,40.8805141247276,6.41442374396383,0.479994637853704,2.81077451181144
"1240166",0.0163772610474865,41.2327824173128,5.17480680508085,5.2366769667971,90.3412249325247,0.0962096803773596,18.953192980309,0.916318768719424,0.0896693785302351,1.88248986041238
"1240167",0.062775818801632,44.6123596015689,17.9428950043981,8.26015365748845,214.236362674108,0.141603958465777,35.4474358463829,0.774332465391977,0.162834126155406,1.95916251211513
"1240168",0.0176746710438326,38.8100418738325,12.9180641251271,6.2765918097874,135.163226700003,0.103823481675289,18.385978497767,2.98821879744436,0.0619014413815406,2.51831913716763
"1240169",0.113445757435412,73.2816212968035,20.0525423268976,11.8491731108491,562.836588422846,0.67078540201183,29.616583982788,3.88309100065872,0.0879810376071541,4.43306187779194
"1240170",0.0225700937772937,26.6332548128819,14.5187692678273,8.79345456339584,188.551601938474,0.080321574390882,19.698233157084,2.80244010712937,0.0761966866249476,1.89033237465468
"1240172",0.0367433314766706,37.5075210332678,10.322033755241,10.6955123261945,159.92897186138,0.130090141287422,26.233158785486,1.13567028771396,0.0947178324612781,1.9037728040793
"1240173",0.0301003913160526,35.6380074242893,10.7616869339233,6.7427607365267,175.777050512783,0.0661236925640013,20.0197178108572,1.5254506743218,0.0516678266326166,2.10806947375749
"1240174",0.0202156489421355,48.8601460177933,6.49564814977784,7.91105314140015,182.968412889391,0.0969312357679703,38.7360964540911,5.43233679473169,0.120765345012129,3.08946339390646
"1240178",0.0537298769316287,136.524939911892,33.7657199938932,13.434120536952,351.200506467375,0.333150615713618,55.6018146326916,17.3773863083829,0.202433915682335,4.8303026010316
"1240179",0.0548153972625047,148.898818306234,32.9375293668639,10.0593398353056,336.13721480013,0.268828409197964,77.8571837106698,8.86295865608095,0.753087864934534,3.52879840261874
"1240181",0.00735229986448941,15.9929747520055,5.73119721356124,1.71496203838529,94.4180792423373,0.0424676169925953,9.67384946059135,0.278317597835497,0.044002839243933,0.691687631280485
"1240182",0.0340993146929919,28.2213046687054,12.1220798985246,2.71807393020369,460.909649480017,0.121381097917058,11.9985317177592,0.314384109921293,0.0867149648739883,1.00658460026238
"1240183",0.104349147070345,27.6919181108882,7.6331154853001,12.4186973972089,182.648698076417,0.143123208376946,15.4682482951368,0.532195357731694,0.216527997535645,1.64611840877426
"1240184",0.0396469345134258,65.012399054126,8.63108655808064,6.07202960406282,249.770661413341,0.205327152675523,30.2166677736268,7.86324661260028,0.0513827816719756,3.38096770542672
"1240185",0.0663618620456481,61.3682256546975,4.32082060380248,16.6500578367875,67.3946547518241,0.963929753685984,43.0530682991322,0.666764314038826,0.70676016295792,1.10170956090471
"1240186",0.063247077851414,31.9873676514379,12.1900540632351,10.5639453213912,367.665461807781,0.157505868472562,8.44068968304125,3.05803533602577,0.075737016721786,1.17118820181188
"1240187",0.0270305273884675,106.019336576274,8.0303033574994,12.3281763931543,98.0490372391054,0.213017078407311,56.3178989129088,3.21256760735684,1.09123090887543,3.19275421332941
"1240189",0.0426476654094968,59.1167802685858,11.4293381161882,3.69336474934194,267.471084873924,0.0890204172634369,20.4096652910618,2.83226635920491,0.181847949780882,3.52697819779417
"1240190",0.0253029329981576,38.4951800863219,4.9932965857296,5.64428738095676,125.414618163526,0.0741212399634221,11.8580774002378,0.866794306379609,0.258421846746527,0.822334100211871
"1240191",0.021627798849414,32.7253082937181,9.92934069047998,8.41428968220466,95.4578949231653,0.0517174389746206,22.4224919462241,1.34718795306402,0.159853921771222,1.65542152629799
"1240192",0.016594691803878,43.5114604569581,6.96049124981786,5.62999617035462,318.5642202376,0.0890796920013499,14.6218542418072,0.613904985036655,0.140526194351101,1.64565460350443
"1240193",0.0121073216772497,15.7260680070604,7.34197633690965,2.04486109591198,98.1757094834686,0.0253622604034284,11.0661007342085,0.434352109912404,0.0500155884717924,0.926362038926099
"1240196",0.147825708755776,87.582075639561,23.8708427056981,15.1581551170978,216.841678291282,0.217365025601131,42.5523868688483,2.11353625432688,0.309201612032044,2.08907327885271
"1240197",0.0564510305858495,56.8177492114571,22.3254154596984,13.2504964342504,455.717262377893,0.579442401649227,44.85738739659,2.60720011957083,0.894264440705055,5.680183354649
"1240198",0.494346235083983,195.707446584315,33.9144618154764,11.5615911196631,803.396702962613,1.24200034929062,222.292985160556,51.8218496544484,0.337283333755434,13.6758066386787
"1240199",2.2632761861024,544.03001113286,118.314021772456,31.7541743647726,3354.78718792064,4.9903686699971,193.991098183474,95.898278633009,1.35898752420639,10.3528575451327
"1240200",0.0437773281320973,91.643466283853,5.86666752510904,8.43594297046809,183.022001980984,0.170906644335117,95.2840410164105,4.44634269956601,0.27351061211513,5.36361744580738
"1240201",0.0426511961338727,93.9897700834286,7.26514401961856,22.1327811750316,272.376532778346,0.144950403815579,35.8705034225998,3.54715090920648,0.103526454194257,2.10217448121771
"1240202",0.125687274312771,89.5148669319584,19.6668841958662,7.85215134043898,573.151418637675,0.166554935442491,22.0940513816694,1.31366401868243,0.153039403015835,2.5464614580842
"1240204",0.0313252482953852,79.1373041698168,17.2709447899467,10.3286557680127,117.766434664156,0.11109203194082,61.5455507560063,1.12745726854715,0.23814008644367,2.75527222520997
"1240205",0.0409950119928135,73.3051180106784,20.6615046036453,13.7126086594433,126.199418944913,0.121861773472229,36.0315816136577,1.93658766765335,0.236765058382193,1.35786991753042
"1240206",0.0196766101900107,19.0261481609803,2.96730121803132,5.6696731305656,67.5037226544681,0.0581938628826977,7.63210611753124,0.29329530900848,0.0885116201499849,0.311125871296873
"1240207",0.0777225764825112,58.7496049979311,19.9476576454717,11.1128440153548,119.512156191257,0.158584969987858,38.1293793856062,1.23195842625918,0.109795410237726,1.6969947136575
"1240208",0.0728055883035845,54.9463995839667,7.13716479152371,15.598703813189,174.008799666827,0.25438675987614,33.3059162057395,0.530668716004722,0.163240954325805,2.80826319939902
"1240209",0.0850187217239307,45.681724300903,16.2207572080899,3.65508078194053,644.016020720628,0.0862591537672893,21.6955563829424,4.18846941140976,0.131418950047317,1.41614753762819
"1240210",0.00987256879015909,18.6434003314086,3.70225973572657,2.22999497875497,187.432206929327,0.0277789250992136,10.6270185545334,1.04773137427659,0.0359805811147284,0.630385423475422
"1240211",0.00954544373165364,11.5057927025527,3.51594122920386,2.06735749933534,275.056238154968,0.0227718823443003,7.2938423021244,0.723717892015123,0.0409991901920712,1.33390770221557
"1240212",0.0395111459438103,31.9046065629066,7.66008600522984,11.4901792938397,90.0512487871339,0.266386530202896,28.0978335668081,0.36160028281707,0.38602518318021,0.97222261507064
"1240215",0.0488008850161411,92.5463366664943,15.5889873272624,10.9797169451925,170.765210661037,0.127595550053145,21.8167969046577,9.27539978212004,0.0792203193275412,2.69159155402872
"1240216",0.092374910049481,64.9712872888102,37.2073178277602,11.5702800275799,306.827135468623,0.214751412805066,49.309449655334,5.91065547883297,0.304006086712066,4.15909093851514
"1240217",0.0269720846005594,34.5048478309978,5.952826516904,5.37617442017483,374.404623773836,0.125084131514122,16.4064969270768,1.66472724670001,0.119135621120464,1.98370186756117
"1240218",0.364406484364544,168.569246275651,33.0753026523756,14.0592021229516,329.971599383655,0.655517968582349,132.938662741416,7.46939859835314,3.14262528624012,7.27316936376202
"1240219",0.0887513772588327,216.003971917347,17.5885951391227,11.6030352102175,85.6362632841934,0.318743608776094,87.5925258173363,4.08753702451382,0.329425508082818,6.19346351267219
"1240220",0.070339197553683,106.218088466494,28.3599210662324,11.9588370857548,313.768788590154,0.363168723637806,72.5637829520304,4.69667879597075,0.22736010698322,3.82778035693261
"1240221",0.00392013542889923,4.22611192932415,1.88489213828934,2.06633699646205,39.5896129185696,0.00857346657430114,3.2233351907301,0.170747683816153,0.0389129595289396,0.35222884524546
"1240222",0.0202491011870416,44.9365020273783,6.01491952700913,7.35194834178982,152.68093080247,0.187499932621341,32.2059211602356,0.580587724309482,0.0903334228372983,2.72636726554548
"1240223",0.0231838891784938,41.3243191544266,6.23322382626109,8.29910576755325,128.601977104412,0.0746651336010134,15.6629552360537,0.726328074330865,0.0754395327333341,1.36198502708979
"1240226",0.0664529380459411,37.2257889443427,5.84117850882865,7.00713576791644,277.952813429394,0.204178641121653,12.6473718425243,0.499768113959403,0.053425462904635,1.32412371214949
"1247871",0.00692873285373596,2.01275786462088,0.059474044304542,2.23003819691975,64.4336918199264,0.0275841955912978,1.36988714955349,0.00587231554796882,0.08014302260527,0.0813354711557903
"1247873",0.0618008587135489,44.6526265990899,12.7458757864579,7.26030710688225,318.551594878234,0.0290586707905079,26.2877733209833,1.59633253187892,0.327716798152922,3.37634083148449
"1287381",0.0520840261099725,79.3302113569429,8.63753532404084,11.7058077787904,127.885085238444,0.277077073171459,46.2785111344903,1.10005223316829,1.1474029063205,0.787066361311569
"1287706",0.0416933757441195,32.0674474622294,7.15389566752824,5.41944660649007,208.231960057158,0.109461399542682,13.694640417716,0.708492626728062,0.132037447209374,1.28479512668206
"1290455",0.00271962068843566,1.90803554363521,0.193540958986605,1.77821638041549,5.83639524494209,0.0079015856443497,1.46720226482349,0.00419161575817024,0.0185627009682903,0.0754788431847038
"1290722",0.0402171507257643,30.0267252594437,12.5545328802961,7.31214193185498,220.736794017092,0.148183217182292,21.4075572147948,0.681443063532844,0.0519008298894944,1.52073889032898
"1290724",0.104508431623764,98.9328007827839,14.2338049220082,13.3749486815478,301.672863839785,0.37611378882595,48.9653201679553,2.91897186880944,0.0809512115493356,3.94781698833605
"1290725",0.123761404352832,102.342287119766,28.9463524316084,14.4116689950099,188.258883286216,0.180728894585804,51.4562318414471,3.95822401659405,0.173337012067574,2.93390989312132
"1290730",0.0818144629080356,75.7804671203299,33.9880489599022,8.13860208470539,431.490765734365,0.0951778901373168,18.0114896766779,0.371257220885852,0.420326201961912,0.632684005986863
"1290765",0.116363595818999,112.792485898076,29.4897038594023,23.1989962037226,533.514705327725,0.714569853662966,43.0331243461275,28.3272589496715,0.159534049395681,3.77482353952192
"1290767",0.0880109788670544,113.657632449667,21.8806078207432,16.5378151488543,500.699207492757,0.511170053329927,34.4490910033206,6.45933553577932,0.104646109861331,4.05323427213594
"1290768",0.123732037057801,127.462193932833,35.6778170848042,13.6223223524427,283.181893829136,0.405462040710273,39.3056157220636,5.27129741574803,0.177238492266221,6.88198245676409
"1290769",0.154890217773453,145.482777240667,18.8568767134763,9.69730177071067,173.284823813371,0.371193513635522,38.5098195954384,2.56143827075126,0.495924641841756,2.85019170610354
"1290771",0.0171207917361417,73.0279299429374,8.24662631179912,5.70262854910699,23.2815812811695,0.0733899226660278,36.954378985064,1.19635713583398,0.119860944614435,2.68079991239679
"1290773",0.0111664308501793,10.2080829094756,1.98018105294586,2.20598545646288,80.8763305708693,0.0174987068245102,5.81429018457171,0.195501545044422,0.0416863328284288,0.530927934192901
"1290795",0.0439165521813654,52.3179006026979,10.2466150468805,12.1808811339489,214.545739911145,0.239605532306402,24.7829883486245,2.18634875699237,0.0745778442063558,2.30049343822686
"1290797",0.100348107967788,34.5673134670534,12.7451093588098,10.2529877821543,140.38589926583,0.0911611389929815,25.3252153660801,0.921843168089254,0.136853786163322,3.04483520443836
"1290798",0.567190863303001,154.861865481418,28.5360811345503,7.69359261058408,640.53661524409,0.377048465776754,89.1672688588799,13.4067856256165,0.209386490667303,13.8856905372031
"1290806",0.0500062163752681,75.4825893710862,16.2110758189623,4.35237145957894,81.2787821790399,0.0774543512689979,30.8175713661297,46.5583774367025,0.200550008199872,3.19360545936424
"1290807",0.0336817085889734,45.798614213653,9.33561346204847,14.349183866891,252.003657325074,0.126578283813979,29.5275226291495,4.23327918372785,0.0544329810868875,2.16189122893735
"1290808",0.0570928493043253,71.0610249848356,15.7560295700116,8.78805636194652,214.563998622692,0.125644678415956,23.163885701307,1.1991966575752,0.0696218494621254,2.70850768822544
"1290809",0.118448942336378,176.946214549781,14.5951679371394,18.5162257590552,572.90047794233,0.671497327631976,29.3176798951992,1.46176352803504,0.161977295641412,1.88535000011327
"1290810",0.099763105473919,228.052814367566,22.6675209922616,10.8712704501405,310.405747212246,0.147388648079773,45.5620764689932,4.78689203513312,0.263998073353426,2.68308437458759
"1290812",0.419541638035133,231.672997946307,49.6191625410952,17.380414856469,570.906314605423,0.763499406265939,42.9114409411032,6.49722619429504,0.186924722226728,4.23271861714915
"1290813",0.110200716265921,72.9070462520815,22.5316289060248,11.7500338205188,44.2434073891288,0.274455870941964,15.2991093409055,0.880559023913011,0.0977470370682838,0.812762275928437
"1290814",0.193817555965854,186.135585698989,50.3212898383928,13.2934417286645,346.741533824513,0.425083806530712,49.5093615856372,5.33379483419175,0.394639910719153,3.83785378970142
"1290905",0.24504898332708,171.035443148356,48.8652764905906,5.33371126419601,816.063764515875,0.330849937636986,64.9021617599075,14.0476679300961,0.261503667238029,9.80379900114476
"1290906",0.105043559332013,84.9458968974553,30.727552641084,9.37177685659275,324.948208034079,0.176824414953109,42.6157635625366,3.17448271899746,0.226917982310317,2.87059728576441
"1290907",0.0553121165721157,72.9388365613765,7.49233055496715,3.12086353637478,50.8902326448707,0.0611487391330639,32.6083793140238,1.64721043200336,0.079969062330056,2.50563704344602
"1290908",0.132786587560414,64.3516938393206,18.6325522243433,15.2144963984596,281.129101224701,0.243158447535442,33.096238104035,1.21071325177854,0.29329404658556,2.70218595512217
"1290922",0.0408741118815653,46.5775820978475,7.61473868068621,7.75160550699997,165.326498571079,0.0692044225747603,21.7508246136495,0.311786794836272,0.128421343975183,1.31351778999694
"1295740",0.00426155575906589,2.30479440977114,0.445285865918554,1.1887894545877,32.9984314305904,0.0150710002771394,2.03832793958832,0.0168278189015217,0.016308411493667,0.14574476557052
"1295741",0.00622589456633186,12.4361194379331,2.90111877370329,1.72517012514518,16.8289805141032,0.0198364288073228,6.90991444403008,0.163463986570669,0.0374313695500475,0.851408780261093
"1297438",0.0280670734454975,27.6104612866183,14.7535610005052,1.77476581873459,299.012211598977,0.0846848271979877,13.9755473209467,1.0843623942549,0.173552402775261,1.29889112804631
"1297439",0.733249230677566,88.9573024419657,46.9990480580999,4.00445727675311,1381.23566398548,0.565027051610452,32.2277836912664,3.0577333995103,0.726443314677187,3.79473193508362
"1297446",0.00361754641038828,4.77017683180649,0.80245597519687,1.8328942333965,80.1015106050286,0.0165067194951911,2.84404148698947,0.0607204479842953,0.0245875182304355,0.289020277199791
"1297447",0.015624679128289,25.5685080492945,23.6269848275359,4.65148507731391,124.361644679293,0.0824805119092898,16.0722661553129,0.66174718644924,0.299148802434387,2.37680132593726
"1297449",0.00533727981032214,4.85758426548278,1.81659925342839,2.64818063248587,21.3927305049718,0.020861913888012,4.39542287891571,0.0306610354029139,0.0350623010041285,0.212381707409141
"1298134",0.00953803108244856,42.5750261215814,14.7692409481233,7.25848682571225,61.8342634785255,0.0656256656985084,29.8877823098083,5.30549299695728,0.212265500220153,2.35439148919855
"1298136",0.0477923437388999,51.2621028123808,7.06892622117794,9.86039846689141,64.6814045123242,0.085134930840893,38.6625620445555,0.610856804441529,0.480480438535472,1.39500277213961
"1298141",0.0515729415373447,62.7316514292977,22.0556354765058,9.17197977276102,125.277341277338,0.0882620272560046,47.6896984397999,5.18504882402318,0.125689332940165,3.92291120315005
"1298145",0.0486225905587408,31.8295891740138,18.2317222354437,9.20623495983409,99.4982344165196,0.151325050540108,23.2137841368174,0.698332100226707,0.106232650979103,1.14345088937575
"1298146",0.0197050127723153,31.9290722748218,6.36559276417114,3.38657487801942,94.6334948324712,0.0330449243256731,14.5165281098246,0.959057296985284,0.309002427878671,0.468478748686841
"1298150",0.0581249721615136,93.8551911909674,23.6527725572469,8.4832675159491,192.942020624607,0.247940826506261,67.1276108225245,4.14325521112525,0.138819457292693,4.35585851445128
"1298151",0.187549871210716,101.244424631987,25.3306960983306,4.06016322650177,603.109175734342,0.623842145235641,70.0475640964612,16.6135797052017,0.877596332025934,6.63190100652824
"1298154",0.0406340938775483,51.7373564998603,8.11988281055785,7.72028613375623,67.2170166478199,0.092618774929941,21.6487912190945,0.427133812475206,0.14978299457841,1.32765721498992
"1298156",0.0584290741919899,36.3984821877879,18.1428555646127,9.436957833368,141.909802744195,0.0692356337263202,22.7366010352404,0.905120198638735,0.0982604918893194,1.17481726719825
"1298157",0.137865944940795,109.00705834814,24.9247168268607,7.89638418809604,153.175288462193,0.161693249652587,58.0509594171282,3.99420963554866,0.149059978326077,3.32012230800587
"1298160",0.137011206093145,118.166815785434,14.2061419741017,6.97473064631796,338.609203869052,0.395245989656205,43.3410156453509,9.9319624336392,0.108450889570291,5.99976714973846
"1298168",0.102367463775924,70.3207458812857,24.7885870945298,15.2828658413582,199.733132955555,0.308886985368223,45.0668581158464,2.12393933503536,0.138445333001889,3.20177280923189
"1298169",0.140426406270504,88.3717388362188,20.2794646420301,14.8128642711413,587.014292997249,0.413161789086551,47.6570281353892,4.42609076461715,0.694105023048332,2.95998281866031
"1298215",0.0214907107600058,22.7288454091941,4.59546118882525,10.6647031726124,96.940298811234,0.0816825563837173,12.635346045342,0.381154884100299,0.113392630462213,0.844508560129373
"1298216",0.0406108430533445,62.4118308954497,14.1875683180533,7.25791482732181,152.073109322458,0.168663247268401,40.6261761359912,5.10279390613528,0.120073048692909,5.83878567836786
"1298218",0.0987432696280602,136.56848679085,22.2403150834493,15.664004977416,126.37374722952,0.234556376333839,96.5699820405183,4.19286585021173,0.312974161505629,4.28841591964339
"1298219",0.0940885037975927,140.878911539733,25.699609196747,15.9032094821788,143.864381594888,0.629687477414019,184.300527179784,50.4268693103443,0.38192520266521,14.5664814266158
"1298222",0.0227632543645325,23.0047576270687,6.76387480646869,4.56142293919427,79.1886390357373,0.0363110328201675,11.8996216823678,0.594328601682242,0.103668840604049,0.556062294423631
"1298223",0.0539358675768794,31.1062798449894,22.5383842220852,6.05816682482428,83.1152380557998,0.0633597898780416,26.9836214618444,1.36864951763511,0.427278169956593,1.80559049881714
"1298226",0.0673068704871025,200.191510265032,33.1672111026056,12.0022599900078,238.733593471389,0.224092243942945,45.3826831782702,6.35215742366423,0.216342606877372,3.09015371185745
"1298232",0.0551478960059965,77.975059089579,16.1776823951409,12.63562647658,281.744490748455,0.20176457138011,22.4673631756722,8.74733841755066,0.0628009980733391,2.34917964106376
"1298347",0.0508087750706385,61.4551803810381,6.71388911401765,4.3779398710908,87.2380272713245,0.0756703811911998,37.6984462085572,3.03048573800254,0.196951406000534,5.10448365471474
"1298348",0.263873045367783,156.493102965476,19.0640281033571,15.1679177762206,282.817254218115,0.496646739790521,38.7308281549731,1.91593227832772,0.309255689025748,1.8998381074141
"1298349",0.195493353656658,76.2151980813359,17.7702244241073,6.09476150427251,468.224004402329,0.300702558028872,31.9503899464131,9.33331346845044,1.79387060553705,1.19699271693805
"1298350",0.113371629867044,22.4536694671185,10.8638080628822,14.6356896259854,596.781411052529,0.132507962612909,14.5749807869678,0.626429796646876,0.201780971278388,0.882955067506197
"1298351",0.030922706589461,24.6753102486668,3.77702046456226,8.1416773137415,60.4355546371008,0.0869320336224564,16.8681805384303,0.388301621150683,0.508775344466147,0.903966380237921
"1298352",0.0169272625878226,34.9362840907273,3.43044216083885,5.88708683942056,42.4275026241304,0.0660399247486639,12.8958509013914,0.493017504172349,0.100707932909066,1.49846120912406
"1298353",0.0383157393968317,102.41263844799,19.0994478122395,6.80491020272439,242.63197350391,0.169910838255614,31.8946091822461,8.95381879678186,0.394771795858677,1.99188584714944
"1298355",0.0430728514197442,58.7484016027558,26.0015280076918,7.92243094513687,65.2973815805079,0.150716959118213,45.9681273424249,3.25363325245295,0.128677418750352,4.18256936153281
"1298356",0.17941015992556,56.5498439010159,20.046731475048,8.86588273329438,311.97370829293,0.23550215821624,24.5859054770679,0.969208373977939,0.45990461543277,2.18849015276526
"1298357",0.249159165853809,481.938134674906,16.8471936673901,4.47608619100712,60.0958179044575,0.218201904459517,252.268520638001,6.12667058680931,0.556930327447835,17.6010304423344
"1298358",0.105658803234054,117.488551168992,5.93835738575743,4.27846781513425,64.5301416630485,0.150543896132362,63.0774951208139,2.18173902914918,0.291809724026824,6.61706391510082
"1298359",0.0362868358196571,44.8707104796887,11.9742584606598,14.3627838099745,140.257227874353,0.180960431345595,41.2765583427364,3.5617038448011,0.13227468122473,1.60415655545463
"1298362",0.0506983610487492,60.958533374976,12.3494113624999,16.5139519413817,110.281375258648,0.0907808512590979,16.8310684400239,0.77408733947036,0.173849176686118,0.834937049360812
"1298365",0.114594518692615,154.390686405258,22.981531587881,9.29545450549134,285.520531728501,0.872640932423651,97.3550828246603,9.28971622001317,0.15362564547957,10.5170647770172
"1298475",0.288991867765376,141.695411179708,38.2151249577442,19.3307576774388,168.231581262547,0.521946604421474,175.44979931686,12.5549352809419,0.866258590645952,8.5806950819524
